move,247.4844,312.10986,17
up,247.4844,312.10986,197
down,67.85863,307.1161,65
move,68.85655,306.11737,18
move,69.85447,306.11737,12
move,72.848236,305.1186,19
move,85.821205,304.11987,17
move,105.779625,301.1236,17
move,124.74013,296.12982,13
move,147.6923,293.1336,40
move,196.59044,285.14355,13
move,223.5343,284.14484,16
move,240.49896,283.14606,19
move,254.46985,283.14606,17
move,265.447,284.14484,10
move,268.44073,285.14355,17
move,270.43658,285.14355,12
move,272.43243,285.14355,16
move,273.43036,286.14233,17
move,274.42828,286.14233,36
move,275.4262,286.14233,14
move,276.4241,286.14233,33
move,277.42203,286.14233,29
up,277.42203,286.14233,0
